entry_ts,exit_ts,entry_px,exit_px,fr_z,raw_ret,net_ret,equity,pnl_usd
2023-09-26 08:00:00.000,2023-09-27 08:00:00.001,26256.3,26293.4,-1.240712287243274,0.0014129942147218522,0.00041299421472185214,12646.86598573775,4.129942147218522
2023-09-29 00:00:00.000,2023-09-30 00:00:00.000,27011.7,26915.9,-1.336029836823527,-0.003546611283258727,-0.004546611283258727,12589.365602149133,-45.46611283258727
2023-10-02 00:00:00.000,2023-10-03 00:00:00.000,27981.4,27528.1,-1.0497293138142265,-0.016200047174194432,-0.017200047174194433,12372.827919898988,-172.00047174194432
2023-10-05 00:00:00.000,2023-10-06 00:00:00.000,27759.7,27626.8,-1.1186084189853585,-0.004787515715227508,-0.005787515715227508,12301.219983870766,-57.87515715227509
2023-10-07 00:00:00.000,2023-10-08 00:00:00.000,27916.3,27892.4,-1.152468181123356,-0.0008561306476860819,-0.001856130647686082,12278.387312454775,-18.56130647686082
2023-10-18 00:00:00.000,2023-10-19 00:00:00.000,28382.0,28315.0,-1.0552953021108837,-0.002360651116905088,-0.003360651116905088,12237.12393641938,-33.60651116905088
2023-10-20 00:00:00.000,2023-10-21 00:00:00.000,28697.0,29681.0,-2.063550890432418,0.03428929853294771,0.03328929853294771,12644.489208323525,332.8929853294771
2024-04-19 00:00:00.001,2024-04-20 00:00:00.000,63445.0,63937.9,-1.1739204276833886,0.007768933722121618,0.006768933722121618,12730.07891772475,67.68933722121618
2024-04-21 16:00:00.000,2024-04-22 16:00:00.000,65014.9,66778.0,-1.0300164385968995,0.027118399013149164,0.026118399013149163,13062.568198366762,261.1839901314916
2024-04-28 16:00:00.000,2024-04-29 16:00:00.000,63508.5,63842.4,-1.028624941522735,0.005257563948132926,0.004257563948132926,13118.182917798158,42.57563948132926
2024-05-03 16:00:00.000,2024-05-04 16:00:00.000,61662.2,63864.2,-1.2237824061742753,0.03571069472059052,0.03471069472059052,13573.524160346713,347.10694720590516
2024-07-16 08:00:00.000,2024-07-17 08:00:00.001,62881.8,64695.8,-1.3742960063630447,0.028847774713828267,0.027847774713828266,13951.51660323675,278.47774713828267
2024-07-20 08:00:00.000,2024-07-21 08:00:00.000,66526.4,67130.9,-1.1441191986783703,0.00908661824478707,0.00808661824478707,14064.337191942932,80.8661824478707
2024-08-06 16:00:00.000,2024-08-07 16:00:00.000,56370.0,55102.9,-1.1172169219111943,-0.022478268582579397,-0.023478268582579398,13734.130905914537,-234.78268582579398
2024-08-10 08:00:00.000,2024-08-11 08:00:00.000,60809.6,60100.0,-1.244422946107712,-0.011669210124717111,-0.012669210124717112,13560.130315587134,-126.69210124717112
2024-08-13 00:00:00.000,2024-08-14 00:00:00.000,59323.7,60887.2,-1.0468303615763843,0.026355402646834225,0.025355402646834224,13903.95287968239,253.55402646834224
2024-08-15 00:00:00.000,2024-08-16 00:00:00.000,58648.1,58423.4,-1.6930647944361783,-0.0038313261640189333,-0.004831326164018933,13836.778348351496,-48.31326164018933
2024-08-16 16:00:00.000,2024-08-17 16:00:00.000,58035.1,59468.5,-1.6438985644823738,0.02469884604317052,0.02369884604317052,14164.694028162554,236.9884604317052
2024-08-19 00:00:00.000,2024-08-20 00:00:00.000,58390.1,60899.9,-1.152468181123356,0.04298331395219401,0.04198331395219401,14759.374824583672,419.8331395219401
2024-08-21 08:00:00.000,2024-08-22 08:00:00.000,59689.2,60370.9,-1.5707290099992357,0.011420826548186325,0.010420826548186324,14913.179709590326,104.20826548186324
2024-08-23 00:00:00.000,2024-08-24 00:00:00.000,60349.9,64269.3,-1.629287845203649,0.06494459808549813,0.06394459808549813,15866.796992296886,639.4459808549813
2024-08-25 08:00:00.000,2024-08-26 08:00:00.001,63835.5,63493.0,-1.34461073544754,-0.005365353134227813,-0.006365353134227813,15765.799226331812,-63.65353134227813
2024-08-28 08:00:00.000,2024-08-29 08:00:00.001,58579.0,60750.9,-1.576179040206379,0.03707642670581612,0.03607642670581612,16334.572926579183,360.76426705816124
2024-09-01 16:00:00.000,2024-09-02 16:00:00.000,58184.1,59112.1,-1.1852843204557302,0.015949374485469292,0.014949374485469291,16578.764574318826,149.49374485469292
2024-09-07 16:00:00.000,2024-09-08 16:00:00.000,54746.7,54839.6,-1.6725402125922555,0.0016969059322298197,0.0006969059322298196,16590.31841369971,6.969059322298197
2024-09-09 08:00:00.000,2024-09-10 08:00:00.000,54939.0,56561.0,-1.6668582662060845,0.029523653506616343,0.028523653506616342,17063.534907696518,285.2365350661634
2024-09-11 08:00:00.000,2024-09-12 08:00:00.000,56675.1,57472.1,-1.8254889326608126,0.014062613034648397,0.013062613034648396,17286.429261198973,130.62613034648396
2024-09-13 00:00:00.000,2024-09-14 00:00:00.000,58097.1,60110.4,-1.1293925213101317,0.03465405330042293,0.033654053300422926,17868.187672929358,336.54053300422925
2024-10-11 16:00:00.001,2024-10-12 16:00:00.000,62218.0,63176.0,-1.0046216169934012,0.015397473399980655,0.014397473399980654,18125.44442965622,143.97473399980655
2025-02-08 08:00:00.000,2025-02-09 08:00:00.000,96153.4,96438.0,-1.262744324250875,0.0029598537337214292,0.001959853733721429,18160.967649597045,19.598537337214292
2025-02-12 00:00:00.000,2025-02-13 00:00:00.001,95731.4,96018.5,-1.0709496441952318,0.002999015996841159,0.001999015996841159,18197.271714446706,19.99015996841159
2025-02-24 08:00:00.000,2025-02-25 08:00:00.000,95834.2,87206.9,-1.1317116831004055,-0.09002318587727554,-0.09102318587727554,16540.898068723338,-910.2318587727553
2025-03-01 16:00:00.001,2025-03-02 16:00:00.000,84755.0,94222.8,-1.4955881679943646,0.11170786384284126,0.11070786384284126,18372.10555995388,1107.0786384284127
2025-03-03 08:00:00.000,2025-03-04 08:00:00.005,92318.0,82945.0,-1.4271728951812874,-0.1015294958729609,-0.1025294958729609,16488.422838766986,-1025.2949587296089
2025-03-09 08:00:00.000,2025-03-10 08:00:00.000,85968.8,80009.7,-1.1095636880032906,-0.06931700803082053,-0.07031700803082053,15329.006277597846,-703.1700803082052
2025-03-15 08:00:00.000,2025-03-16 08:00:00.000,83797.1,83280.0,-1.4871232274598651,-0.006170857941384722,-0.007170857941384722,15219.084151198596,-71.70857941384722
2025-03-25 00:00:00.001,2025-03-26 00:00:00.000,87463.4,88106.7,-1.1841247395605934,0.007355076523437365,0.006355076523437365,15315.802595596097,63.55076523437365
2025-03-27 00:00:00.001,2025-03-28 00:00:00.001,86873.9,85175.1,-1.1446989891259387,-0.019554779974192305,-0.020554779974192305,15000.989643115456,-205.54779974192306
2025-04-02 08:00:00.000,2025-04-03 08:00:00.000,84389.7,82001.8,-1.0322196422976595,-0.028296107226355782,-0.029296107226355783,14561.519042029295,-292.9610722635578
2025-04-09 16:00:00.000,2025-04-10 16:00:00.000,77237.5,79560.2,-1.048453774829576,0.030072179964395485,0.029072179964395484,14984.854144174142,290.72179964395485
2025-04-11 16:00:00.000,2025-04-12 16:00:00.000,82486.8,85237.8,-1.2852401936165307,0.033350790671962116,0.032350790671962115,15469.626023842207,323.50790671962113
2025-04-15 08:00:00.000,2025-04-16 08:00:00.000,85691.3,84810.7,-1.0276972768066255,-0.010276422460623214,-0.011276422460623214,15295.183985489512,-112.76422460623215
2025-04-20 00:00:00.000,2025-04-21 00:00:00.000,85046.9,87400.6,-1.0137823060649829,0.027675317971613378,0.026675317971613377,15703.187881736772,266.7531797161338
2025-04-23 00:00:00.000,2025-04-24 00:00:00.000,93404.9,92166.0,-1.604240897868692,-0.01326375811119107,-0.014263758111191072,15479.201408217094,-142.63758111191072
2025-04-25 00:00:00.007,2025-04-26 00:00:00.002,93931.5,94520.1,-1.0383654210418851,0.006266268504175887,0.005266268504175887,15560.719039062984,52.66268504175887
2025-04-26 16:00:00.002,2025-04-27 16:00:00.000,94325.0,93697.1,-1.1089838975557222,-0.006656771799628869,-0.007656771799628869,15441.57416434274,-76.56771799628869
2025-04-29 00:00:00.000,2025-04-30 00:00:00.001,94969.0,94577.6,-1.4623081963039355,-0.004121344859901566,-0.005121344859901566,15362.492537867394,-51.213448599015656
2025-05-01 00:00:00.000,2025-05-02 00:00:00.000,94125.2,96302.0,-1.2276090231282268,0.023126644086812087,0.022126644086812086,15702.41294253909,221.26644086812087
2025-05-02 16:00:00.003,2025-05-03 16:00:00.000,97270.1,95803.3,-1.8752349530621855,-0.015079659628190023,-0.016079659628190024,15449.923487081776,-160.79659628190024
2025-05-05 08:00:00.000,2025-05-06 08:00:00.005,94696.4,94513.2,-1.066079404435657,-0.0019346036385754495,-0.0029346036385754495,15404.584085400875,-29.346036385754495
2025-06-06 08:00:00.000,2025-06-07 08:00:00.000,103096.7,105507.9,-1.192125847737038,0.023387751499320597,0.022387751499320596,15749.45808585522,223.87751499320595
2025-06-09 00:00:00.000,2025-06-10 00:00:00.000,105676.5,109178.0,-1.2049971956730574,0.03313414051373775,0.03213414051373775,16255.55338500131,321.34140513737754
2025-06-15 08:00:00.009,2025-06-16 08:00:00.000,105374.2,107374.9,-1.2095195611640914,0.0189866210134928,0.0179866210134928,16547.935863101928,179.866210134928
2025-06-23 16:00:00.013,2025-06-24 16:00:00.000,101369.6,106034.9,-1.1130424306887012,0.04602267346423372,0.04502267346423372,17292.968175973445,450.2267346423372
2025-06-25 08:00:00.000,2025-06-26 08:00:00.006,106547.5,107260.0,-1.1553671333611981,0.006687158309674146,0.005687158309674146,17391.31602363437,56.87158309674146
2025-09-21 08:00:00.000,2025-09-22 08:00:00.003,115772.8,112768.7,-1.4044451096366042,-0.02594823654606271,-0.02694823654606271,16922.650725582138,-269.4823654606271
2025-10-12 08:00:00.002,2025-10-13 08:00:00.002,111463.9,114260.7,-1.141568120709069,0.025091531877136974,0.024091531877136974,17330.343304983155,240.91531877136973
2025-10-14 00:00:00.000,2025-10-15 00:00:00.006,115112.0,112524.3,-1.0545995535738018,-0.02247984571547712,-0.02347984571547712,16923.429517985896,-234.7984571547712
2025-10-16 08:00:00.003,2025-10-17 08:00:00.005,110518.2,106750.1,-1.1051572806017704,-0.03409483686849757,-0.03509483686849757,16329.504519796665,-350.9483686849757
2025-10-18 08:00:00.002,2025-10-19 08:00:00.001,106648.2,108429.5,-1.346118190611218,0.01670257913401252,0.015702579134012518,16585.919856737986,157.02579134012518
2025-10-20 08:00:00.001,2025-10-21 08:00:00.000,111126.2,113355.2,-1.0420760799063233,0.02005827608610744,0.01905827608610744,16902.01889650975,190.5827608610744
2025-10-22 00:00:00.004,2025-10-23 00:00:00.000,108253.8,109228.6,-1.0779071295660534,0.009004764728813175,0.008004764728813174,17037.31558121827,80.04764728813174
2025-11-11 16:00:00.009,2025-11-12 16:00:00.000,103417.2,101605.8,-1.1090998556452358,-0.017515461644677988,-0.01851546164467799,16721.861818045945,-185.1546164467799
2025-11-25 08:00:00.009,2025-11-26 08:00:00.001,87362.2,86926.2,-1.4007344507721662,-0.0049907168088715315,-0.0059907168088715315,16621.68587937695,-59.907168088715316
2025-11-27 08:00:00.000,2025-11-28 08:00:00.000,91361.4,92299.9,-1.0886912318908264,0.010272390747076976,0.009272390747076975,16775.80864572571,92.72390747076975
2025-11-29 08:00:00.005,2025-11-30 08:00:00.000,90523.4,91405.8,-1.0171450906608797,0.009747755828879656,0.008747755828879655,16922.55932359052,87.47755828879656
2026-01-09 08:00:00.000,2026-01-10 08:00:00.002,90712.1,90622.7,-1.1135062630467563,-0.0009855355569985402,-0.0019855355569985403,16888.958980338117,-19.855355569985402
2026-02-01 08:00:00.004,2026-02-02 08:00:00.014,78320.8,78800.6,-1.1661512356859713,0.006126086556827781,0.005126086556827781,16975.533245926046,51.26086556827781
2026-02-03 00:00:00.000,2026-02-04 00:00:00.002,78692.5,76478.9,-1.4497847226364569,-0.028129745528481243,-0.029129745528481243,16481.040282261944,-291.29745528481243
2026-02-06 00:00:00.000,2026-02-07 00:00:00.003,62868.1,68050.5,-1.3621204069641073,0.08243290317346963,0.08143290317346963,17823.139239765434,814.3290317346963
2026-02-07 16:00:00.010,2026-02-08 16:00:00.000,69122.1,70288.1,-1.7527832105357288,0.016868700459042874,0.015868700459042873,18105.96929760109,158.68700459042873
2026-02-09 08:00:00.001,2026-02-10 08:00:00.007,70393.5,69251.5,-1.143887282499343,-0.016223088779503736,-0.017223088779503737,17794.128580949535,-172.23088779503738
2026-02-11 00:00:00.000,2026-02-12 00:00:00.000,68805.3,67181.5,-1.8096026743974367,-0.02359992616847839,-0.024599926168478392,17356.394331625765,-245.99926168478393
2026-02-15 00:00:00.000,2026-02-16 00:00:00.001,69795.4,68552.4,-1.146090486200103,-0.017809196594617993,-0.018809196594617994,17029.934498468505,-188.09196594617993
2026-02-16 16:00:00.000,2026-02-17 16:00:00.002,67505.5,67475.9,-1.1673108165811084,-0.00043848279029123916,-0.0014384827902912392,17005.43723077267,-14.384827902912392
2026-02-19 08:00:00.000,2026-02-20 08:00:00.000,67180.4,67547.6,-1.252771928552698,0.005465879929265283,0.004465879929265283,17081.38147158996,44.65879929265282
2026-02-23 16:00:00.000,2026-02-24 16:00:00.001,65633.1,64031.3,-1.8676976772437954,-0.02440536863259546,-0.02540536863259546,16647.422678550232,-254.0536863259546
2026-02-26 08:00:00.006,2026-02-27 08:00:00.000,67800.0,66072.6,-1.0190004200930989,-0.025477876106194564,-0.026477876106194564,16206.634283380126,-264.77876106194566
2026-02-28 16:00:00.004,2026-03-01 16:00:00.002,64800.1,65750.0,-1.2194919568622689,0.014658927995481408,0.013658927995481407,16427.99953410591,136.58927995481406
2026-03-02 16:00:00.000,2026-03-03 16:00:00.007,69089.1,68295.3,-1.0141301803335239,-0.011489511370100347,-0.012489511370100348,16222.821847136693,-124.89511370100348
2026-03-04 08:00:00.005,2026-03-05 08:00:00.000,69464.5,71611.7,-1.4123302597235352,0.030910752974540934,0.029910752974540933,16708.058663956388,299.10752974540935
2026-03-06 16:00:00.004,2026-03-07 16:00:00.001,68468.3,67232.1,-1.1422638692461513,-0.018055070740766066,-0.019055070740766067,16389.68542417383,-190.55070740766067
2026-03-08 08:00:00.000,2026-03-09 08:00:00.004,67277.1,68832.3,-1.3086637276982964,0.02311633527604484,0.02211633527604484,16752.16520208376,221.16335276044842
2026-03-10 00:00:00.012,2026-03-11 00:00:00.000,68394.0,69622.1,-1.1851683623662166,0.01795625347252683,0.016956253472526828,17036.219161463938,169.56253472526828
2026-03-11 16:00:00.010,2026-03-12 16:00:00.000,70187.0,70480.1,-1.3963280433706458,0.004175987006140858,0.0031759870061408577,17090.32597215452,31.759870061408577
2026-03-13 08:00:00.001,2026-03-14 08:00:00.000,71585.2,70554.6,-1.1107232688984277,-0.01439683062979491,-0.015396830629794911,16827.189117753267,-153.9683062979491
2026-03-15 00:00:00.000,2026-03-16 00:00:00.000,71174.4,73427.7,-1.3498288494756563,0.03165885486916653,0.03065885486916653,17343.091466770482,306.5885486916653
2026-03-17 16:00:00.011,2026-03-18 16:00:00.005,73878.5,71202.9,-1.0777911714765396,-0.036216219874523836,-0.03721621987452384,16697.647161439174,-372.16219874523836
2026-03-19 16:00:00.003,2026-03-20 16:00:00.000,69372.8,70472.7,-1.1365819228599805,0.01585491720097787,0.014854917200977868,16945.689327473498,148.5491720097787
2026-03-22 16:00:00.002,2026-03-23 16:00:00.002,68814.9,70865.9,-1.3004307033428242,0.02980459173812644,0.02880459173812644,17433.8029902725,288.0459173812644
2026-03-27 00:00:00.006,2026-03-28 00:00:00.005,68788.1,66520.8,-1.0311760194920363,-0.032960642901897264,-0.033960642901897264,16841.739832497824,-339.6064290189726
2026-03-28 16:00:00.000,2026-03-29 16:00:00.000,66982.4,65977.9,-1.6690614699068447,-0.01499647668641313,-0.01599647668641313,16572.331333908638,-159.9647668641313
2026-03-31 16:00:00.000,2026-04-01 16:00:00.000,66700.0,68086.5,-1.0100716472005447,0.020787106446776615,0.019787106446776614,16900.24981808394,197.87106446776613
2026-04-03 00:00:00.000,2026-04-04 00:00:00.000,66868.6,66982.0,-1.6451741034670244,0.001695863230275485,0.000695863230275485,16912.010080514814,6.95863230275485
2026-04-10 00:00:00.000,2026-04-11 00:00:00.000,71750.4,72707.7,-1.0176089230189347,0.013342085897779077,0.012342085897779076,17120.739561632632,123.42085897779076
2026-04-11 16:00:00.003,2026-04-12 16:00:00.000,72817.3,70711.1,-1.4926892157565221,-0.028924445152456846,-0.029924445152456847,16608.410929651058,-299.2444515245685
2026-04-14 00:00:00.005,2026-04-15 00:00:00.000,74384.9,73705.1,-1.4145334634242952,-0.009138951588292588,-0.010138951588292588,16440.019055276858,-101.38951588292588
2026-04-15 16:00:00.000,2026-04-16 16:00:00.000,73797.5,75106.8,-1.3769630424218597,0.017741793421186314,0.016741793421186313,16715.254458140666,167.41793421186313
2026-04-18 00:00:00.001,2026-04-19 00:00:00.002,77030.6,75205.6,-2.038387985007947,-0.023691883485264298,-0.0246918834852643,16302.523342633713,-246.918834852643
2026-04-19 16:00:00.001,2026-04-20 16:00:00.001,75807.7,75790.1,-1.624417605444074,-0.00023216638943002188,-0.001232166389430022,16282.43592130802,-12.321663894300219
2026-04-21 08:00:00.004,2026-04-22 08:00:00.000,76050.0,79234.3,-1.7076755137149033,0.041871137409599024,0.04087113740959902,16947.91759721079,408.7113740959902
2026-04-23 08:00:00.000,2026-04-24 08:00:00.000,78009.1,78007.3,-1.699906321717486,-2.3074231083386465e-05,-0.0010230742310833865,16930.578619446558,-10.230742310833865
2026-04-25 00:00:00.000,2026-04-26 00:00:00.003,77395.3,78061.5,-1.152816055391897,0.008607757835424001,0.007607757835424001,17059.382361596916,76.07757835424002
2026-04-27 16:00:00.002,2026-04-28 16:00:00.004,76760.0,76298.1,-1.7913972543437875,-0.006017457008858695,-0.007017457008858695,16939.668879276727,-70.17457008858696
2026-04-29 16:00:00.003,2026-04-30 16:00:00.000,75889.1,76305.4,-1.1166371314636259,0.005485636277146266,0.004485636277146266,17015.65407252446,44.85636277146266
2026-05-01 08:00:00.005,2026-05-02 08:00:00.000,77099.9,78449.8,-1.2216951605630288,0.017508453318357153,0.016508453318357152,17296.55620346204,165.08453318357152
2026-05-03 00:00:00.005,2026-05-04 00:00:00.000,78652.8,79663.5,-1.0818497046095188,0.012850146466495849,0.011850146466495848,17501.522927839043,118.50146466495848
2026-05-05 00:00:00.000,2026-05-06 00:00:00.010,79826.1,81333.3,-1.1537437201080067,0.01888104266649626,0.01788104266649626,17814.468406040392,178.81042666496262
2026-05-06 16:00:00.002,2026-05-07 16:00:00.004,81656.4,79969.4,-1.5004584077539396,-0.02065974008161031,-0.021659740081610313,17428.611650673498,-216.59740081610312
2026-05-08 08:00:00.002,2026-05-09 08:00:00.001,79635.0,80488.3,-1.646101768183134,0.010715137816286857,0.009715137816286856,17597.93301480633,97.15137816286857
