date,gross,net,n_long,n_short,regime
2023-01-30,0.001449878193960346,-0.0001501218060396541,6,6,low
2023-01-31,0.007195342978299296,0.005595342978299296,6,6,low
2023-02-01,-0.00701359856484856,-0.00861359856484856,6,6,low
2023-02-02,0.0037565804596203173,0.0021565804596203175,6,6,low
2023-02-03,0.00958073288454454,0.007980732884544539,6,6,low
2023-02-04,0.0009285301125579273,-0.0006714698874420728,6,6,low
2023-02-05,0.0032035192319692695,0.0016035192319692694,6,6,low
2023-02-06,0.0007995471021761923,-0.0008004528978238078,6,6,low
2023-02-07,0.005130201865746635,0.003530201865746635,6,6,low
2023-02-08,-0.0047395109948687245,-0.006339510994868724,6,6,low
2023-02-09,-0.0029896299913395466,-0.0045896299913395465,6,6,low
2023-02-10,-0.010256773149799246,-0.011856773149799247,6,6,low
2023-02-11,-0.00629025921079227,-0.007890259210792271,6,6,low
2023-02-12,0.0003690508186332403,-0.0012309491813667598,6,6,low
2023-02-13,0.01337963771879349,0.011779637718793489,6,6,low
2023-02-14,0.024360842850219545,0.022760842850219544,6,6,low
2023-02-15,-0.002665311026574428,-0.004265311026574428,6,6,low
2023-02-16,-0.0036676138664214243,-0.005267613866421424,6,6,low
2023-02-17,0.0007326051285725856,-0.0008673948714274145,6,6,low
2023-02-18,0.014881276716394182,0.013281276716394182,6,6,low
2023-02-19,-0.010631201243201398,-0.012231201243201399,6,6,low
2023-02-20,-0.01717645617904562,-0.01877645617904562,6,6,low
2023-02-21,-0.026895149640337856,-0.028495149640337857,6,6,low
2023-02-22,-0.02800426932350368,-0.02960426932350368,6,6,low
2023-02-23,-0.02153712976992477,-0.02313712976992477,6,6,low
2023-02-24,-0.006544163562866846,-0.008144163562866846,6,6,low
2023-02-25,0.005874001937469303,0.004274001937469303,6,6,low
2023-02-26,-0.0005942094812509918,-0.002194209481250992,6,6,low
2023-02-27,0.0035207384631359934,0.0019207384631359933,6,6,low
2023-02-28,0.0031707353108426147,0.0015707353108426146,6,6,low
2023-03-01,0.02993868963354367,0.02833868963354367,6,6,low
2023-03-02,0.013256251262950863,0.011656251262950862,6,6,low
2023-03-03,0.005266903318905688,0.0036669033189056883,6,6,low
2023-03-04,0.0005010460108049314,-0.0010989539891950687,6,6,low
2023-03-05,0.030440898462441406,0.028840898462441405,6,6,low
2023-03-06,0.019614358903664794,0.018014358903664793,6,6,low
2023-03-07,0.005616544669512016,0.0040165446695120165,6,6,low
2023-03-08,0.018879156867449905,0.017279156867449904,6,6,low
2023-03-09,-0.004418406602526029,-0.006018406602526029,6,6,low
2023-03-10,-0.02385025484681992,-0.025450254846819922,6,6,low
2023-03-11,-0.03702357188906547,-0.03862357188906547,6,6,low
2023-03-12,0.01607096394826392,0.014470963948263919,6,6,low
2023-03-13,0.01637260023052874,0.014772600230528739,6,6,low
2023-03-14,-0.009240725628475022,-0.010840725628475023,6,6,high
2023-03-15,0.0029810267422547693,0.0013810267422547692,6,6,high
2023-03-16,0.015168157913776622,0.013568157913776621,6,6,high
2023-03-17,-0.012914601526041444,-0.014514601526041445,6,6,high
2023-03-18,0.02958189166719482,0.02798189166719482,6,6,high
2023-03-19,0.016267161764846598,0.014667161764846597,6,6,high
